DCRAINTERNALNUMBER,ISSUE_DATE,PERMIT_ID,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,PERMIT_CATEGORY_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,DESC_OF_WORK,SSL,ZONING,PERMIT_APPLICANT,FEE_TYPE,FEES_PAID,OWNER_NAME,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
140901478,12/8/2008 12:00:00 AM,E0901478,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1735 NEW HAMPSHIRE AVE NW UNIT 00001,,0154    2052,DC/R-5-D,PAUL E WARREN (AFO),117.00 (METER3); 52.00 (METER2); 599.00 (METER1),768,DONALD B KAVENY,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91357489713430,-77.03923883080140,20009,238019,81334,81334,2,2B,2B03,THIRD,301,6,NONE,NONE,NONE,NONE
140901496,12/8/2008 12:00:00 AM,E0901496,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1405 12TH ST NW UNIT 00001,,0312    2001,R-5-C,MILLENNIUM ELECTRIC (AFO); CHRISTOPHER R HAINES (AFO),120.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM4); 20.00 (MISCITEM22); 20.00 (MISCITEM6); 20.00 (MISCITEM7); 20.00 (MISCITEM5),285,CHRISTOPHER M GEIER,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.90907896782370,-77.02777944854390,20005,226553,69557,69557,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,NONE
140901497,12/8/2008 12:00:00 AM,E0901497,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,2010 KALORAMA RD NW,,2537    0825,R-5-B,MILLENIUM ELECTRIC (AFO); CHRISTOPHER R HAINES (AFO),20.00 (WIRING); 40.00 (SERVICE3); 71.00 (METER1); 117.00 (MOTORS6),248,B D EDDIE FARHA,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.91874583683940,-77.046656022573,20009,235128,77812,77812,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,NONE
140901499,12/8/2008 12:00:00 AM,E0901499,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,2010 KALORAMA RD NW,,2537    0825,R-5-B,CHRISTOPHER R HAINES (AFO); MILLENNIUM ELECTRIC (AFO),400.00 (WIRING); 87.00 (METER1); 124.00 (METER4); 20.00 (SERVICE3),631,B D EDDIE FARHA,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91874583683940,-77.046656022573,20009,235128,77812,77812,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,NONE
140901500,1/9/2009 12:00:00 AM,E0901500,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,4909 WISCONSIN AVE NW,,1737    0073,,MILLENNIUM ELECTRIC (AFO); CHRISTOPHER R HAINES (AFO),,217,4909 WISCONSIN  LLC,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.95376044762650,-77.08178350669750,20016,264504,107382,107382,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
140901511,12/8/2008 12:00:00 AM,E0901511,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1432 R ST NW,,0208    0124,R-5-B,ROBERTO  GARAY (AFO); CONSTANTIN  RODOUSAKIS (AFO),,40,R STREET PRESERVATION PARTNERS LP,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.91236489721160,-77.03375936359680,20009,240208,83506,83506,2,2F,2F01,THIRD,301,7,NONE,NONE,NONE,NONE
140901516,12/8/2008 12:00:00 AM,E0901516,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,113 17TH ST SE,,1086    0063,R-4,CHRISTIAN  SAUCEDA (AFO); CONSTANTIN  RODOUSAKIS (AFO),39.00 (METER1); 20.00 (SERVICE3),59,CECELIA F BROWN,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.88829879603860,-76.98099093761850,20003,73321,46981,46981,6,6B,6B08,FIRST,108,26,NONE,NONE,NONE,NONE
140901519,12/8/2008 12:00:00 AM,E0901519,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,900 MASSACHUSETTS AVE NW,,0371    0828,DD/C-3-C,JOSEPH J FLYNN (AFO); CHRIS  WING (AFO),71.00 (METER1); 80.00 (WIRING),151,TRS OF MOUNT VERNON PLACE METHODIST CHURCH,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.902874646019,-77.02499401431220,20001,239813,82444,82444,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
140901520,12/8/2008 12:00:00 AM,E0901520,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1717 DE SALES ST NW,,0162    0098,C-4,CHRIS  WING (AFO); BERNARD D SASSER (AFO),20.00 (WIRING); 20.00 (MISCITEM17); 46.00 (TRANSFORM2); 39.00 (METER1),125,1717 DESALES STREET LP,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.904966332240,-77.03927156441520,20036,241796,85074,85074,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
140901527,12/8/2008 12:00:00 AM,E0901527,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,3926 ALABAMA AVE SE,,PAR 02010200,,KEITH A MYERS (AFO); KEITH  MYER (AFO),40.00 (WIRING),40,DUPONT PARK SEVENTH DAY ADVENTIST CHURCH,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.86912068351170,-76.94875976301290,20020,278450,120555,120555,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
140901684,12/15/2008 12:00:00 AM,E0901684,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,3407 M ST NW,,1204    0064,C-2-A,HAISLIP CORP (AFO); PLINY L HAISLIP (AFO),120.00 (WIRING); 28.00 (MISCITEM7); 20.00 (MISCITEM6); 91.00 (MISCITEM8),259,SML INTERESTS LLC,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.90524587938930,-77.06821549535990,20007,303258,417549,358578,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
140901772,12/17/2008 12:00:00 AM,E0901772,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,2101 L ST NW,,0072    0076,C-3-C,JAMES C. GYURAS (AFO),880.00 (WIRING); 552.00 (FIXTURES); 28.00 (MISCITEM5); 28.00 (MISCITEM6); 160.00 (MISCITEM22); 94.00 (MOTORS2); 86.00 (TRANSFORM2); 71.00 (METER1); 28.00 (MISCITEM7),1927,CESC 2101 L STREET LLC,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.9040033269,-77.04687960821620,20037,242479,85735,85735,2,2A,2A02,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
140901818,12/23/2008 12:00:00 AM,E0901818,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1201 1ST ST NE,,0711    0816,,WAYNE O REEP (AFO),18720.00 (WIRING); 4656.00 (FIXTURES); 107.00 (MISCITEM8); 3100.00 (MISCITEM3); 3100.00 (MISCITEM4); 468.00 (MOTORS8); 3540.00 (MISCITEM6); 961.00 (MOTORS1); 558.00 (MOTORS2); 364.00 (MOTORS5); 3540.0,39114,"C S MASTER V, L L C.",5/1/2012 5:20:47 AM,WASHINGTON,DC,38.90601560999820,-77.005492263667,20002,303728,417894,358916,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
140901943,12/30/2008 12:00:00 AM,E0901943,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1905 8TH ST NW,,0416    0802,R-4,GVO  ELECTRICS (AFO); GEORGE V OLIVER (AFO),20.00 (WIRING); 20.00 (MISCITEM22); 39.00 (METER1),79,ELIZABETH PARKER,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91581965490460,-77.02269274680670,20001,238382,81675,81675,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
140901978,1/5/2009 12:00:00 AM,E0901978,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1100 NEW JERSEY AVE SE,,0742    0039,C-3-C,ADVIN (AFO); STEPHEN J. ADAMS (AFO),20.00 (MISCITEM17); 20.00 (WIRING),40,SQUARE 742 LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.87695160161340,-77.00394217520130,20003,285822,124352,124352,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
140901986,1/5/2009 12:00:00 AM,E0901986,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1329 HAMILTON ST NW,,2804    0137,R-1-B,DONALD STEINMAN ELECTRIC (AFO); DONALD  STEINMAN (AFO),20.00 (SERVICE3); 39.00 (METER1),59,JUDITH HUTCHINSON,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.95316208695890,-77.03108969018540,20011,255006,97871,97871,4,4C,4C01,FOURTH,403,18,NONE,NONE,NONE,NONE
140902007,1/7/2009 12:00:00 AM,E0902007,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,322 4TH ST NE,,0781    0026,CAP/C-2-A,PATRIOT ELECTRIC INC. (AFO); TALBOT  WATKINS (AFO),,20,CENTER FOR ARMS CONTROL AND NON-PROLIFERATION,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89462376709830,-77.00077210016590,20002,38331,24173,24173,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,CAPITOL HILL BID
140902010,1/7/2009 12:00:00 AM,E0902010,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,5136 8TH ST NE,,3755    0036,R-2,"ROBERT L SMITH (AFO); B IG, INC. (AFO)",39.00 (METER1); 20.00 (SERVICE3),59,EDWIN C COKE,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.95359432142540,-76.99403140515330,20011,12586,7435,7435,5,5A,5A03,FOURTH,405,19,NONE,NONE,NONE,NONE
140902014,1/7/2009 12:00:00 AM,E0902014,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1634 A ST NE,,1083    0807,R-4,MICHAEL & SON INC (AFO); BASIM M. MANSOUR (AFO),39.00 (METER1); 20.00 (SERVICE3),59,CHRISTOPHER STUART,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.89109618176780,-76.98108332844820,20002,58917,35751,35751,6,6A,6A08,FIRST,108,26,NONE,NONE,NONE,NONE
140902024,1/7/2009 12:00:00 AM,E0902024,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,25 MASSACHUSETTS AVE NW UNIT 4TH FL.,,0625    0061,HR/C-3-C,TRULAND SERVICE CORP (AFO); JAMES C. GYURAS (AFO),,420,25 MASSACHUSETTS AVE PROPERTY LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89845798583120,-77.01041445958860,20001,300403,149820,149820,6,6C,6C01,FIRST,103,8,NONE,NONE,NONE,NOMA BID
140902025,1/7/2009 12:00:00 AM,E0902025,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,2660 WOODLEY RD NW,,2132    0838,R-5-B,JAMES C. GYURAS (AFO); TRULAND SERVICE CORP (AFO),,100,WARDMAN HOTEL LLC,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.92471657950970,-77.05469878834950,20008,284450,122981,122981,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
140902031,1/7/2009 12:00:00 AM,E0902031,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1201 G ST NW,,0288    0847,DD/C-4,NIYYAH ELECTRIC (AFO); BARRETT T JOHNSON (AFO),60.00 (MOTORS3),60,THE MAY DEPARTMENT STORES CO,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.89851941006750,-77.02839035282920,20005,242928,85841,85841,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
140902046,1/8/2009 12:00:00 AM,E0902046,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1228 OATES ST NE,,4060    0071,R-4,RJ (AFO); RICHARD J SHELER (AFO),,59,DONALD C HOLMES JR,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.90522221505980,-76.98721798738620,20002,70650,44650,44650,5,5B,5B07,FIFTH,506,23,NONE,NONE,NONE,NONE
140902061,1/8/2009 12:00:00 AM,E0902061,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,122 C ST NW UNIT 8TH,,0574    0024,C-3-C,RICHARD W EGGER (AFO); TMC (AFO),,357,ZG 122 C STREET LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89333259512950,-77.013021605999,20001,278952,121008,121008,6,6C,6C09,FIRST,103,8,NONE,NONE,NONE,DOWNTOWN BID
140902064,1/8/2009 12:00:00 AM,E0902064,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1730 PENNSYLVANIA AVE NW UNIT 2ND,,0168    0051,C-4,KASTLE (AFO); GENE  SAMBURG (AFO),,40,"1760 PENN. AVE,. L.P. A DELWARE LIMITED PARTNERSHIP",5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89873735914110,-77.04022760986190,20006,279358,121425,121425,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,GOLDEN TRIANGLE BID
140902072,1/9/2009 12:00:00 AM,E0902072,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,212 W ST NW,WILLIAM CROSS301-440-1518 CALLED TO CANCEL THIS INSPECTION.3-17-2009 (SLS),3070    0059,R-5-B,COLONIAL (AFO); WILLIAM B. CROSS (AFO),,1705,CAPITAL CITY HSG.,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91938463806460,-77.01533066788350,20001,229528,72868,72868,1,1B,1B11,THIRD,306,3,NONE,NONE,NONE,NONE
140902082,1/9/2009 12:00:00 AM,E0902082,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1614 CRITTENDEN ST NW,,2652,R-1-B,JOHN T DENNY (AFO); SYDNEY  FULTON (AFO),200.00 (WIRING); 91.00 (MISCITEM8); 20.00 (MISCITEM4); 20.00 (MISCITEM5); 40.00 (MISCITEM23); 81.00 (MOTORS1); 39.00 (METER1); 20.00 (SERVICE3); 20.00 (MISCITEM6),531,SYNDEY FULTON,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.946858430014,-77.03844803209340,20011,258711,101572,101572,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
140902356,1/29/2009 12:00:00 AM,E0902356,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,3296 THEODORE R HAGANS DR NE,,4325    0876,,JAMES H BRADBY (AFO),20.00 (MISCITEM4); 220.00 (WIRING); 20.00 (SERVICE3); 55.00 (METER1); 20.00 (MISCITEM3); 20.00 (MISCITEM23); 20.00 (MISCITEM5); 20.00 (MISCITEM6); 65.00 (MISCITEM8),460,PULTE HOMES,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.92118309007020,-76.95849251903520,20018,304419,419694,360427,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
140902360,1/29/2009 12:00:00 AM,E0902360,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,3298 THEODORE R HAGANS DR NE,,4325    0877,,JAMES H BRADBY (AFO),220.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM3); 20.00 (MISCITEM4); 20.00 (MISCITEM23); 20.00 (MISCITEM6); 20.00 (SERVICE3); 55.00 (METER1); 20.00 (MISCITEM5),460,PULTE HOMES,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.92114803175280,-76.95844768146720,20018,304420,420008,360428,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
140902394,1/28/2009 12:00:00 AM,E0902394,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,219 56TH PL NE,,5248    0022,,JONTY T HARRIS (AFO); ANTHONY L HARRIS (AFO); ANTHONY L HARRIS (AFO); ANTHONY L HARRIS (AFO); ANTHONY L HARRIS (AFO),20.00 (SERVICE3); 52.00 (METER2),72,4517 GEORGIA AVENUE LLC,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.89185759739710,-76.920450013954,20019,307785,413478,355017,7,7C,7C02,SIXTH,608,31,NONE,NONE,NONE,NONE
140902424,1/29/2009 12:00:00 AM,E0902424,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,5532 JAY ST NE,,5214    0051,,JAMES A. WILLIAMS (AFO),65.00 (MISCITEM8); 20.00 (MISCITEM4); 20.00 (MISCITEM5); 20.00 (MISCITEM23); 20.00 (MISCITEM7); 20.00 (SERVICE3); 39.00 (METER1); 20.00 (MISCITEM6); 20.00 (WIRING),244,SIDIKATU RAJI,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.89916080352220,-76.91944388546830,20019,307540,272021,272208,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
140902427,1/29/2009 12:00:00 AM,E0902427,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,6250 CHILLUM PL NW,,PAR 01150232,,GENE E YOHO (AFO); SAMUEL  MELTON (AFO),,433,6250 CHILLIUM PLACE LLC,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.96632239915190,-77.01145711013570,20011,243507,86403,86403,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
140902428,1/29/2009 12:00:00 AM,E0902428,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1776 D ST NW,,0173    0809,,GENE E YOHO (AFO); SAMUEL  MELTON (AFO),,372,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89395841069180,-77.03999644565430,20006,279384,121451,121451,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,NONE
140902561,2/5/2009 12:00:00 AM,E0902561,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,315 CHANNING ST NE,,3555    0089,,FRITZ  JONES (AFO),260.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM4); 20.00 (MISCITEM5); 20.00 (MISCITEM22); 20.00 (MISCITEM7); 33.00 (MOTORS1); 39.00 (METER1); 20.00 (SERVICE3); 20.00 (MISCITEM6),517,EVORA POWELL,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.92220343909030,-77.00140595488560,20002,39396,24578,24578,5,5C,5C08,FIFTH,502,21,NONE,NONE,NONE,NONE
140902589,2/6/2009 12:00:00 AM,E0902589,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1317 Q ST NW,,4061N   0097,,MICHAEL D MARKS (AFO),124.00 (METER2); 55.00 (METER1); 20.00 (SERVICE3),199,R D HALL,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.91129175247330,-77.030410422924,20009,240582,83600,83600,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
140902596,2/6/2009 12:00:00 AM,E0902596,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1631 EUCLID ST NW,,2576    0063,,HUNTSBURGER (AFO); ROBERT  HUNTSBURGER (AFO),480.00 (MISCITEM23),480,JUBILEE HOUSING LIMITED PARTNERSHIP,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.923464636347,-77.03804206296510,20009,235862,79168,79168,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,NONE
140902722,2/12/2009 12:00:00 AM,E0902722,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1500 SAVANNAH ST SE,,5912    0801,R-5-A,ANDRE  TAMO (AFO),300.00 (WIRING); 91.00 (MISCITEM8); 55.00 (MISCITEM3); 55.00 (MISCITEM4); 60.00 (MISCITEM5); 60.00 (MISCITEM6); 60.00 (MISCITEM7); 78.00 (METER3); 135.00 (METER1),894,MCTRUE PROPERTIES LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.84486668285930,-76.98305662208550,20032,116880,54420,54420,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
140902859,2/18/2009 12:00:00 AM,E0902859,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,617 4TH ST NE,,0810    0091,R-4,DAVID B FARMER (AFO),20.00 (MISCITEM22); 52.00 (METER2); 55.00 (METER1); 20.00 (MISCITEM6); 120.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM5),352,ANTHONY TUCKER,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89799190650950,-77.00034387631210,20002,4087,3227,3227,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
140902925,2/20/2009 12:00:00 AM,E0902925,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,329 OGLETHORPE ST NE,,3713N   0030,R-2,JAMES A. WILLIAMS (AFO),20.00 (MISCITEM22); 20.00 (SERVICE3); 39.00 (METER1); 20.00 (MISCITEM6); 180.00 (WIRING); 20.00 (MISCITEM5),299,DARALENE D RUTH,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.961048978350,-77.00167198133240,20011,37256,24122,24122,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
140902941,2/23/2009 12:00:00 AM,E0902941,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,1349 V ST NW,,0235    0069,,KENNETH L. FEW (AFO),200.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM4); 20.00 (SERVICE3); 20.00 (MISCITEM6); 39.00 (METER1); 20.00 (MISCITEM5),384,V STREET DEVELOPMENT LLC,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.91827525469760,-77.03120443753750,20009,307796,265125,265312,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
140902942,2/23/2009 12:00:00 AM,E0902942,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,4875 POTOMAC AVE NW,,1388    0094,R-1-B,PHILIP A RIDDLE (AFO),20.00 (MISCITEM5); 440.00 (WIRING); 91.00 (MISCITEM8); 20.00 (MISCITEM3); 20.00 (MISCITEM4); 209.00 (MOTORS1); 20.00 (MISCITEM6); 20.00 (MISCITEM7); 71.00 (METER1); 40.00 (MISCITEM22),951,MANISH AGRAWAL,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91788423421040,-77.09882636573480,20007,224540,67521,67521,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
140902949,2/23/2009 12:00:00 AM,E0902949,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,4800 SHERIFF RD NE,,5153    0811,R-2,DANIEL O WHITE (AFO),39.00 (METER1); 20.00 (SERVICE3),59,CARTHENIA OUTLAW,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.90312599468540,-76.93359342525780,20019,307084,200710,200710,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
140902952,2/23/2009 12:00:00 AM,E0902952,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,47 GIRARD ST NE,,3501    0096,R-3,RALPH E. THREATT (AFO),20.00 (MISCITEM6); 20.00 (MISCITEM5); 20.00 (WIRING); 39.00 (METER1),99,JOHN W ALLEN JR,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.92591386355550,-77.006847582607,20002,18352,10205,10205,5,5C,5C07,FIFTH,502,21,NONE,NONE,NONE,NONE
140903020,2/26/2009 12:00:00 AM,E0903020,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1239 E ST NE,,1008    0200,R-4,ROBERT E PRESTON (AFO),20.00 (WIRING); 39.00 (METER1),59,LAVONNE J LESLIE,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.89591655719160,-76.98873068374790,20002,70043,44050,44050,6,6A,6A05,FIRST,107,25,NONE,NONE,NONE,NONE
140903106,3/11/2009 12:00:00 AM,E0903106,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,500 K ST NE,,0830    0816,R-4,STANLEY  HUBBARD (AFO),1640.00 (WIRING); 1640.00 (WIRING); 28.00 (MISCITEM5); 28.00 (MISCITEM6); 305.00 (MOTORS1); 80.00 (MOTORS3); 169.00 (MOTORS5); 20.00 (MOTORS9); 124.00 (METER2); 55.00 (METER1); 124.00 (METER4); 180.00,3177,DISTRICT OF COLUMBIA,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.90283885102490,-76.99917685427330,20002,300865,215163,215163,6,6C,6C04,FIRST,104,25,NONE,NONE,NONE,NONE
140903107,3/3/2009 12:00:00 AM,E0903107,SUPPLEMENTAL,ELECTRICAL,NA,COMPLETED,2709 31ST ST NW,,4325    2041,TSP/R-1-A,RALPH E. THREATT (AFO),100.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM3); 36.00 (FURNACE1); 20.00 (MISCITEM6); 20.00 (MISCITEM23); 20.00 (MISCITEM5),281,MARYAM MASHAYEKHI,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.92497581124830,-77.06111759735870,20008,220352,63731,63731,3,3C,3C08,SECOND,204,15,NONE,NONE,NONE,NONE
140903113,3/5/2009 12:00:00 AM,E0903113,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,1600 NEW HAMPSHIRE AVE NW,,0134    0145,DC/SP-1,ROBERT A HUNSBERGER (AFO),240.00 (WIRING); 60.00 (MISCITEM23); 78.00 (METER3); 129.00 (MOTORS1),507,REPUBLIC OF ARGENTINA,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.91138127607610,-77.04233678169370,20009,241243,84193,84193,2,2B,2B03,THIRD,301,6,NONE,NONE,NONE,NONE
140903131,3/4/2009 12:00:00 AM,E0903131,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,5108 QUEENS STROLL PL SE,"NEW CONSTRUCTION SINGLE FAMILY DWELLING. ROW HOUSE 2 STORIES. ELECTRICAL, PLUMBING AND MECHANICAL AS PER PLANS.",5314    0037,,EUGENE S AHNS (AFO); TAHER  KHATIB (AFO),160.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM3); 20.00 (MISCITEM4); 20.00 (MISCITEM5); 20.00 (MISCITEM22); 20.00 (MISCITEM7); 33.00 (MOTORS1); 20.00 (SERVICE3); 39.00 (METER1); 20.00 (MISCITEM6),437,DISTRICT PROPERTIES,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.88309532857790,-76.92839126261650,20019,307779,449153,385682,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
140903132,3/4/2009 12:00:00 AM,E0903132,SUPPLEMENTAL,ELECTRICAL,NA,PERMIT ISSUED,5110 QUEENS STROLL ST SE,"NEW CONSTRUCTION SINGLE FAMILY ROW HOUSE. 2 STORIES, ELECTRICAL, PLUMBING AND MECHANICAL AS PER PLANS.",5314    0036,,EUGENE S AHNS (AFO); TAHER  KHATIB (AFO),160.00 (WIRING); 65.00 (MISCITEM8); 20.00 (MISCITEM3); 20.00 (MISCITEM4); 20.00 (MISCITEM5); 20.00 (MISCITEM22); 20.00 (MISCITEM7); 20.00 (SERVICE3); 39.00 (METER1); 33.00 (MOTORS1); 20.00 (MISCITEM6),437,DISTRICT PROPERTIES,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.88308591602660,-76.92831981418860,20019,307780,449154,385679,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
