NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1155796,12055646,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,3000 B/O 15TH ST NW,38.92786568912010,-77.03584759037520,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
1155799,12055648,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,3600 B/O 16TH ST NW,38.93711435855810,-77.03644805378130,WASHINGTON,DC,1,1D,1D02,FOURTH,408,2,NONE,NONE,NONE,NONE
1155807,12055672,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,300 B/O G ST SE,38.88127210684720,-77.00130954710890,WASHINGTON,DC,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,NONE
1155809,12055693,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,1400 B/O CARROLLSBURG PL SW,38.872495265704,-77.00989998127590,WASHINGTON,DC,6,6D,6D06,FIRST,105,9,NONE,NONE,NONE,NONE
1155816,12055597,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1400 B/O NEWTON ST NW,38.93256741693940,-77.03460073640870,WASHINGTON,DC,1,1A,1A02,FOURTH,409,2,NONE,NONE,NONE,NONE
1155819,12055651,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1000 B/O BRENTWOOD RD NE,38.9189991884,-76.99169172422850,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1155821,12055690,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,200 B/O 50TH ST NE,38.89289588915680,-76.93001894347630,WASHINGTON,DC,7,7C,7C03,SIXTH,602,31,NONE,NONE,50TH ST NE,NONE
1155823,12055694,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,2400 B/O 15TH ST NW,38.92237515666790,-77.035262473908,WASHINGTON,DC,1,1B,1B06,THIRD,304,2,NONE,NONE,NONE,NONE
1155825,12055682,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1100 B/O CONNECTICUT AVE NW,38.90466647867240,-77.04056806012290,WASHINGTON,DC,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1155826,12055698,4/24/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:06 AM,1600 B/O 33RD ST NW,38.91212619293960,-77.06612254985640,WASHINGTON,DC,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,NONE
1155833,12055716,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,7100 B/O ALASKA AVE NW,38.97672897480780,-77.034332583068,WASHINGTON,DC,4,4A,4A01,FOURTH,401,16,NONE,NONE,NONE,NONE
1155834,12055728,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,400 B/O 4TH ST SE,38.88374533701780,-77.00057663850240,WASHINGTON,DC,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,NONE
1155836,12055712,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,3300 B/O WHEELER RD SE,38.84143979037370,-76.99378794518710,WASHINGTON,DC,8,8E,8E04,SEVENTH,705,39,NONE,NONE,NONE,NONE
1155853,12055696,4/24/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,1100 B/O 1ST ST NW,38.905166320177,-77.01217357256030,WASHINGTON,DC,6,6C,6C02,FIRST,103,8,NONE,NONE,NONE,NONE
1155857,12055772,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1200 B/O INDEPENDENCE AVE SE,38.88756884453430,-76.989241459619,WASHINGTON,DC,6,6B,6B05,FIRST,107,26,NONE,NONE,NONE,NONE
1155858,12055737,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:08 AM,1700 B/O NORTH PORTAL DR NW,38.98873036359440,-77.041150996674,WASHINGTON,DC,4,4A,4A01,FOURTH,401,16,NONE,NONE,NONE,NONE
1155865,12055789,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,800 B/O SOUTHERN AVE SE,38.82813962102670,-76.99239904964020,WASHINGTON,DC,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,NONE
1155866,12055766,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,3900 B/O 12TH ST NE,38.93777922531220,-76.99042508795880,WASHINGTON,DC,5,5A,5A06,FIFTH,504,20,NONE,NONE,NONE,NONE
1155873,12055734,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1155874,12055788,4/24/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:06 AM,600 B/O MORTON PL NE,38.90439685008450,-76.99730295715010,WASHINGTON,DC,6,6C,6C04,FIRST,104,25,ORLEANS PL NE,ORLEANS PL NE,NONE,NONE
1155881,12055792,4/24/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,4600 B/O G ST SE,38.88076154859130,-76.934847538667,WASHINGTON,DC,7,7A,7A01,SIXTH,604,33,NONE,NONE,NONE,NONE
1155886,12055741,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,1500 B/O INDEPENDENCE AVE SE,38.88759306330610,-76.98293331720180,WASHINGTON,DC,6,6B,6B08,FIRST,108,26,NONE,NONE,NONE,NONE
1155891,12055805,4/24/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:06 AM,2000 B/O 10TH ST NW,38.91755390943460,-77.02599094282470,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1155902,12055753,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,UNIT B/O SEATON PL NW,38.91482284726150,-77.01066759633510,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
1155903,12055699,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1100 B/O SOUTH CAPITOL ST,38.87698142879230,-77.00909857229980,WASHINGTON,DC,6,6D,6D03,FIRST,105,9,NONE,NONE,NONE,NONE
1155913,12055701,4/24/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:06 AM,E ST SE & HILLTOP TER SE,38.88319166699850,-76.94097687493770,,,7,7A,7A01,SIXTH,605,33,NONE,NONE,NONE,NONE
1155914,12055824,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:08 AM,2600 B/O 16TH ST NW,38.92400767914050,-77.03648892451020,WASHINGTON,DC,1,1B,1B05,THIRD,304,2,NONE,NONE,NONE,NONE
1155922,12055754,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1100 B/O 15TH ST NW,38.90469157511850,-77.03457244287810,WASHINGTON,DC,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,DOWNTOWN BID
1155924,12055784,4/24/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,400 B/O LEBAUM ST SE,38.848524194020,-77.00054719430060,WASHINGTON,DC,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
1155925,12055828,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,800 B/O 11TH ST NE,38.90075987308080,-76.99152632773260,WASHINGTON,DC,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,NONE
1155927,12055844,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:08 AM,300 B/O V ST NE,38.91810559704770,-77.00130157512270,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
1155930,12055841,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,3600 B/O GEORGIA AVE NW,38.93567946781570,-77.024229393840,WASHINGTON,DC,1,1A,1A08,FOURTH,409,2,NONE,NONE,NONE,NONE
1155933,12055840,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2600 B/O BIRNEY PL SE,38.85760194728930,-76.99679130538840,WASHINGTON,DC,8,8C,8C02,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155937,12055839,4/24/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:06 AM,1600 B/O COLUMBIA RD NW,38.92571086393890,-77.03783763948580,WASHINGTON,DC,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1155947,12055820,4/24/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:08 AM,300 B/O DIVISION AVE NE,38.89489191459630,-76.92693146849950,WASHINGTON,DC,7,7C,7C01,SIXTH,602,31,NONE,NONE,NONE,NONE
1155949,12055721,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,6500 B/O PINEY BRANCH RD NW,38.96927940240580,-77.02573718926980,WASHINGTON,DC,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,NONE
1155955,12055856,4/24/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:06 AM,400 B/O RHODE ISLAND AVE NE,38.91994105096910,-77.00004720673570,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
1155968,12055861,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,800 B/O QUINCY ST NW,38.93759828436710,-77.02399128648660,WASHINGTON,DC,4,4C,4C06,FOURTH,404,18,NONE,NONE,NONE,NONE
1155969,12055845,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,300 B/O T ST NW,38.91594537421990,-77.01665223409550,WASHINGTON,DC,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,NONE
1155971,12055843,4/24/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,100 B/O MICHIGAN AVE NE,38.928799097328,-77.00449312584170,WASHINGTON,DC,5,5C,5C11,FOURTH,405,21,NONE,NONE,NONE,NONE
1155972,12055874,4/24/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:06 AM,2300 B/O GAINESVILLE ST SE,38.85504965867090,-76.98363912275810,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155977,12055879,4/24/2012 12:00:00 AM,UNK,ROBBERY,OTHER ARMED,4/30/2012 10:12:06 AM,UNIT B/O BRYANT ST NW,38.92130293894210,-77.010595411860,WASHINGTON,DC,5,5C,5C07,FIFTH,501,21,NONE,NONE,NONE,NONE
1155988,12055756,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2900 B/O O ST SE,38.87293385863990,-76.96559491307220,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
1155991,12055892,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2600 B/O BOWEN RD SE,38.85944390115580,-76.99145439779930,WASHINGTON,DC,8,8A,8A06,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155994,12055875,4/25/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,1700 B/O 8TH ST NW,38.91334709274280,-77.02294359558260,WASHINGTON,DC,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
1155995,12055908,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,100 B/O QUINCY PL NE,38.91185974052010,-77.00556291765540,WASHINGTON,DC,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NONE
1155998,12055895,4/25/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,1800 B/O 29TH ST SE,38.868068252492,-76.96579531089250,WASHINGTON,DC,7,7B,7B02,SIXTH,607,34,NONE,NONE,NONE,NONE
1156000,12055900,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,100 B/O RANDOLPH PL NW,38.91334396371920,-77.01312117770810,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
1156005,12055929,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:08 AM,5900 B/O EADS ST NE,38.89581614004950,-76.91572159270410,WASHINGTON,DC,7,7C,7C06,SIXTH,608,31,NONE,NONE,NONE,NONE
1156021,12055915,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,,0,0,,,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
1156062,12055943,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2300 B/O 11TH ST NW,38.92159545512250,-77.027036393623,WASHINGTON,DC,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
1156067,12055940,4/25/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:06 AM,2000 B/O 2ND ST NE,38.91753918112030,-77.003505432512,WASHINGTON,DC,5,5C,5C06,FIFTH,502,21,RHODE ISLAND AVE NE,RHODE ISLAND AVE NE,NONE,NONE
1156068,12047827,4/8/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,NEW YORK AVE NW & NORTH CAPITOL ST,38.90735047061560,-77.009052964745,WASHINGTON,DC,6,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NOMA BID
1156088,12055887,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,2200 B/O 12TH ST NW,38.91994232072250,-77.02808584656340,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1156093,12055934,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:08 AM,300 B/O V ST NE,38.91810559704770,-77.00130157512270,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
1156104,12055961,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,900 B/O H ST NW,38.89981318059750,-77.02497936723590,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1156105,12055964,4/25/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:08 AM,1500 B/O SHIPPEN LN SE,38.849173176530,-76.98174082406330,WASHINGTON,DC,8,8E,8E01,SEVENTH,704,38,NONE,NONE,NONE,NONE
1156114,12055982,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,1800 B/O 28TH PL SE,38.86812764722590,-76.96675457593350,WASHINGTON,DC,7,7B,7B02,SIXTH,607,34,NONE,NONE,NONE,NONE
1156115,12055991,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:06 AM,3600 B/O 13TH ST NW,38.93542762747940,-77.02972687988490,WASHINGTON,DC,1,1A,1A07,FOURTH,409,2,NONE,NONE,NONE,NONE
1156117,12055981,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,4900 B/O JAY ST NE,38.90155949072980,-76.93068521857010,WASHINGTON,DC,7,7C,7C04,SIXTH,608,31,NONE,NONE,NONE,NONE
1156124,12055995,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,1600 B/O 28TH ST SE,38.87010922138740,-76.96778031261990,WASHINGTON,DC,7,7B,7B03,SIXTH,607,34,NONE,NONE,NONE,NONE
1156131,12056002,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,2000 B/O JACKSON ST NE,38.93015609769440,-76.97517254720140,WASHINGTON,DC,5,5A,5A10,FIFTH,503,22,NONE,NONE,NONE,NONE
1156135,12055687,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,4400 B/O BENNING RD NE,38.89117543555720,-76.938533510851,WASHINGTON,DC,7,7D,7D05,SIXTH,608,33,NONE,NONE,NONE,NONE
1156143,12056106,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,600 B/O E ST NW,38.89613082630750,-77.02091136801930,WASHINGTON,DC,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,DOWNTOWN BID
1156144,12056028,4/25/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,2600 B/O FIRTH STERLING AVE SE,38.86095402433990,-77.00043898386420,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
1156147,12056013,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1000 B/O 16TH ST NW,38.90313210867060,-77.03654093309930,WASHINGTON,DC,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,DOWNTOWN BID
1156151,12056045,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,4500 B/O 17TH ST NE,38.944742855862,-76.981675251259,WASHINGTON,DC,5,5A,5A08,FOURTH,405,20,NONE,NONE,NONE,NONE
1156152,12056035,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2100 B/O 14TH ST NW,38.91864863261220,-77.03195189526340,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
1156160,12056054,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1600 B/O 16TH ST SE,38.87010147511480,-76.982223771951,WASHINGTON,DC,8,8A,8A02,SIXTH,607,34,NONE,NONE,NONE,NONE
1156182,12056060,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,1300 B/O F ST NW,38.89734645822280,-77.03079101852980,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1156208,12056046,4/25/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:05 AM,3300 B/O HIGHWOOD DR SE,38.87142925652990,-76.95809378887230,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
1156209,12056064,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1300 B/O W ST NW,38.91918254849280,-77.03078531162610,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
1156213,12055576,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,300 B/O 55TH ST NE,38.89355741935940,-76.92198494780660,WASHINGTON,DC,7,7C,7C02,SIXTH,608,31,NONE,NONE,NONE,NONE
1156222,12056085,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,3900 B/O CHESAPEAKE ST NW,38.95072065177530,-77.07779569268090,WASHINGTON,DC,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
1156223,12056015,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,2100 B/O P ST NW,38.90963689290810,-77.04771587437180,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
1156224,12056093,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1800 B/O 17TH ST NW,38.91472859406930,-77.03850981078240,WASHINGTON,DC,2,2B,2B08,THIRD,301,6,NONE,NONE,NONE,NONE
1156225,12056090,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1300 B/O CONNECTICUT AVE NW,38.90992746957070,-77.04360677639290,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1156229,12056084,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,2300 B/O 11TH ST NW,38.92159545512250,-77.027036393623,WASHINGTON,DC,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
1156232,12056098,4/25/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:05 AM,3900 B/O SOUTHERN AVE SE,38.86282339364830,-76.94797731845840,WASHINGTON,DC,7,7B,7B06,SIXTH,606,35,NONE,NONE,NONE,NONE
1156233,12056094,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1800 B/O BENNING RD NE,38.89899452810020,-76.97699005118090,WASHINGTON,DC,5,5B,5B11,FIFTH,507,23,NONE,NONE,NONE,NONE
1156239,12056072,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,4600 B/O HUNT PL NE,38.900660133123,-76.93517240349230,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
1156242,12056115,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,3300 B/O 14TH ST NW,38.931265697393,-77.032712616513,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1156243,12056101,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,100 B/O T ST NE,38.91556433140050,-77.00429807166890,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
1156244,12056114,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,1400 B/O L ST SE,38.87751614738170,-76.98459526404760,WASHINGTON,DC,6,6B,6B06,FIRST,106,26,NONE,NONE,NONE,NONE
1156248,12056055,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,4300 B/O BENNING RD NE,38.89176159721820,-76.93971811155820,WASHINGTON,DC,7,7D,7D05,SIXTH,603,32,NONE,NONE,NONE,NONE
1156256,12056119,4/25/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:05 AM,2200 B/O MARTIN LUTHER KING JR AVE SE,38.86385636243760,-76.99033562494220,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
1156268,12056142,4/25/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1300 B/O U ST NW,38.91699921067730,-77.03067922138170,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1156276,12056153,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,2400 B/O ELVANS RD SE,38.85417241607060,-76.98842412463020,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,ELVANS RD SE,NONE
1156280,12056144,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,300 B/O 63RD ST NE,38.89345351580690,-76.91092765256690,WASHINGTON,DC,7,7C,7C05,SIXTH,608,31,NONE,NONE,NONE,NONE
1156285,12056174,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,800 B/O 16TH ST NW,38.90077262032360,-77.03655017198450,WASHINGTON,DC,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1156297,12056171,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1700 B/O SAVANNAH ST SE,38.845918116897,-76.97905366267160,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1156303,12056121,4/25/2012 12:00:00 AM,UNK,ROBBERY,ATTEMPT,4/30/2012 10:12:05 AM,4800 B/O MEADE ST NE,38.90604891670780,-76.933197674503,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
1156311,12056168,4/25/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,1700 B/O 28TH ST SE,38.86856639033960,-76.967778128380,WASHINGTON,DC,7,7B,7B02,SIXTH,607,34,NONE,NONE,NONE,NONE
1156312,12056104,4/25/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:05 AM,4500 B/O WISCONSIN AVE NW,38.94874624821780,-77.080150359165,WASHINGTON,DC,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
1156318,12056159,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,4000 B/O MINNESOTA AVE NE,38.89651471902750,-76.94784093142580,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
1156320,12056213,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,5300 B/O EAST CAPITOL ST,38.88974230575740,-76.92484582830880,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1156326,12056215,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,5300 B/O EAST CAPITOL ST,38.88974230575740,-76.92484582830880,WASHINGTON,DC,7,7E,7E07,SIXTH,604,33,NONE,NONE,NONE,NONE
1156327,12056183,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,3800 B/O MINNESOTA AVE NE,38.89268008630030,-76.95097130144610,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
1156328,12056222,4/25/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:05 AM,1000 B/O KENYON ST NW,38.92974037468190,-77.02706290832350,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
1156330,12056205,4/25/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,3900 B/O MINNESOTA AVE NE,38.89441835742190,-76.94963265269540,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
1156342,12056214,4/25/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:06 AM,2400 B/O 25TH ST SE,38.85805387408680,-76.969980944730,WASHINGTON,DC,8,8B,8B01,SEVENTH,701,36,NONE,NONE,NONE,NONE
1156353,12056257,4/25/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,1900 B/O 18TH ST NW,38.91613380057040,-77.04141748470570,WASHINGTON,DC,2,2B,2B08,THIRD,301,6,NONE,NONE,NONE,NONE
1156359,12056202,4/25/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:05 AM,600 B/O ALABAMA AVE SE,38.84326978060360,-76.996793389423,WASHINGTON,DC,8,8E,8E05,SEVENTH,705,39,NONE,NONE,NONE,NONE
